pokemon,format,won,lost,moves
Tyranitar,[Gen 3] UBERS,279,313,"['Aerial Ace', 'Aeroblast', 'Agility', 'Amnesia', 'Ancient Power', 'Barrage', 'Barrier', 'Bite', 'Blaze Kick', 'Block', 'Body Slam', 'Bone Club', 'Brick Break', 'Camouflage', 'Charge', 'Charm', 'Clamp', 'Conversion', 'Counter', 'Crabhammer', 'Crunch', 'Crush Claw', 'Curse', 'Dig', 'Doom Desire', 'Double Team', 'Double-Edge', 'Dragon Claw', 'Dragon Dance', 'Earthquake', 'Encore', 'Eruption', 'Facade', 'Fake Out', 'Fire Blast', 'Flail', 'Flamethrower', 'Focus Punch', 'Foresight', 'Frustration', 'Fury Cutter', 'Growl', 'Hail', 'Hidden Power', 'Hydro Pump', 'Hyper Beam', 'Ice Beam', 'Magic Coat', 'Magnitude', 'Mega Kick', 'Metronome', 'Milk Drink', 'Minimize', 'Mist Ball', 'Morning Sun', 'Muddy Water', 'Nightmare', 'Outrage', 'Poison Fang', 'Powder Snow', 'Protect', 'Psychic', 'Pursuit', 'Quick Attack', 'Rain Dance', 'Rest', 'Return', 'Revenge', 'Roar', 'Rock Slide', 'Rock Throw', 'Rock Tomb', 'Safeguard', 'Screech', 'Secret Power', 'Seismic Toss', 'Shadow Ball', 'Shock Wave', 'Silver Wind', 'Slack Off', 'Sleep Powder', 'Smokescreen', 'Spider Web', 'Stockpile', 'String Shot', 'Substitute', 'Sunny Day', 'Surf', 'Synthesis', 'Take Down', 'Taunt', 'Thrash', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Water Sport', 'Water Spout', 'Yawn']"
Tyranitar,[Gen 3] UU,0,1,[]
Tyranitar,[Gen 4] OU,64446,68510,"['Aerial Ace', 'Ancient Power', 'Aqua Tail', 'Assurance', 'Avalanche', 'Bite', 'Blizzard', 'Block', 'Body Slam', 'Brick Break', 'Counter', 'Crunch', 'Curse', 'Dark Pulse', 'Dark Void', 'Double-Edge', 'Dragon Claw', 'Dragon Dance', 'Dragon Pulse', 'Dynamic Punch', 'Earth Power', 'Earthquake', 'Endure', 'Facade', 'Fire Blast', 'Fire Fang', 'Fire Punch', 'Flamethrower', 'Fling', 'Focus Blast', 'Focus Punch', 'Frustration', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Ice Beam', 'Ice Fang', 'Ice Punch', 'Iron Defense', 'Iron Head', 'Low Kick', 'Mega Punch', 'Natural Gift', 'Outrage', 'Payback', 'Protect', 'Pursuit', 'Rain Dance', 'Rest', 'Return', 'Roar', 'Rock Climb', 'Rock Polish', 'Rock Slide', 'Rock Tomb', 'Sandstorm', 'Screech', 'Seismic Toss', 'Shadow Claw', 'Sleep Talk', 'Stealth Rock', 'Stone Edge', 'Struggle', 'Substitute', 'Sucker Punch', 'Sunny Day', 'Superpower', 'Surf', 'Taunt', 'Thrash', 'Thunder', 'Thunder Fang', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Torment', 'Toxic', 'Whirlpool']"
Tyranitar,[Gen 4] UBERS,2024,1922,"['Aerial Ace', 'Ancient Power', 'Aqua Tail', 'Avalanche', 'Body Slam', 'Brick Break', 'Counter', 'Crunch', 'Curse', 'Dark Pulse', 'Dragon Dance', 'Dynamic Punch', 'Earth Power', 'Earthquake', 'Endure', 'Fire Blast', 'Fire Punch', 'Flamethrower', 'Focus Punch', 'Hidden Power', 'Ice Beam', 'Ice Punch', 'Iron Head', 'Low Kick', 'Outrage', 'Payback', 'Protect', 'Pursuit', 'Rest', 'Return', 'Roar', 'Rock Slide', 'Rock Tomb', 'Sandstorm', 'Screech', 'Seismic Toss', 'Sleep Talk', 'Stealth Rock', 'Stone Edge', 'Substitute', 'Superpower', 'Surf', 'Taunt', 'Thunder', 'Thunder Punch', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Tyranitar,[gen 2] OU,1,3,[]
Tyranitar,[gen 3] OU,24,23,[]
Tyranitar,[gen 4] OU,9,6,[]
Tyranitar-Mega,[Gen 3] OU,2,0,[]
Tyranitar-Mega,[Gen 4] OU,1,0,[]
Tyrogue,[Gen 2] OU,7,16,"['Curse', 'Headbutt', 'High Jump Kick', 'Mach Punch', 'Rest', 'Return', 'Rock Smash', 'Sleep Talk', 'Thief']"
Tyrogue,[Gen 2] UBERS,3,2,"['Detect', 'Dizzy Punch']"
Tyrogue,[Gen 3] OU,4,7,"['Body Slam', 'Brick Break', 'Bulk Up', 'Earthquake', 'Hidden Power', 'Mach Punch', 'Rock Slide', 'Substitute']"
Tyrogue,[Gen 3] UBERS,1,1,"['Brick Break', 'Bulk Up']"
Tyrogue,[Gen 4] OU,15,16,"['Brick Break', 'Bulk Up', 'Double-Edge', 'Earthquake', 'Facade', 'Fake Out', 'High Jump Kick', 'Mach Punch', 'Mind Reader', 'Rapid Spin', 'Rock Slide', 'Struggle', 'Thief', 'Vacuum Wave']"
Umbreon,[Gen 2] OU,3879,4114,"['Attract', 'Baton Pass', 'Bide', 'Bite', 'Body Slam', 'Charm', 'Confuse Ray', 'Crunch', 'Curse', 'Cut', 'Detect', 'Double-Edge', 'Endure', 'Feint Attack', 'Flash', 'Focus Energy', 'Frustration', 'Growl', 'Growth', 'Headbutt', 'Heal Bell', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Lovely Kiss', 'Mean Look', 'Mimic', 'Moonlight', 'Mud-Slap', 'Nightmare', 'Protect', 'Psych Up', 'Psychic', 'Pursuit', 'Quick Attack', 'Recover', 'Reflect', 'Rest', 'Return', 'Sand Attack', 'Screech', 'Shadow Ball', 'Skull Bash', 'Sleep Talk', 'Struggle', 'Substitute', 'Sunny Day', 'Swagger', 'Tail Whip', 'Take Down', 'Toxic', 'Zap Cannon']"
Umbreon,[Gen 2] UBERS,183,187,"['Attract', 'Baton Pass', 'Bite', 'Body Slam', 'Charm', 'Confuse Ray', 'Curse', 'Detect', 'Double-Edge', 'Feint Attack', 'Flash', 'Frustration', 'Growl', 'Growth', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Mean Look', 'Moonlight', 'Mud-Slap', 'Protect', 'Psych Up', 'Psychic', 'Pursuit', 'Quick Attack', 'Reflect', 'Rest', 'Sand Attack', 'Shadow Ball', 'Sleep Talk', 'Struggle', 'Substitute', 'Toxic', 'Zap Cannon']"
Umbreon,[Gen 3] OU,6035,5427,"['Attract', 'Baton Pass', 'Bite', 'Body Slam', 'Calm Mind', 'Charm', 'Confuse Ray', 'Curse', 'Dig', 'Double-Edge', 'Dragon Dance', 'Facade', 'Feint Attack', 'Flail', 'Flash', 'Frustration', 'Glare', 'Growl', 'Heal Bell', 'Helping Hand', 'Hidden Power', 'Hyper Beam', 'Iron Tail', 'Knock Off', 'Mean Look', 'Mimic', 'Moonlight', 'Mud-Slap', 'Nightmare', 'Perish Song', 'Protect', 'Psych Up', 'Psychic', 'Pursuit', 'Quick Attack', 'Rain Dance', 'Recover', 'Refresh', 'Rest', 'Return', 'Sand Attack', 'Screech', 'Secret Power', 'Shadow Ball', 'Sleep Talk', 'Snatch', 'Spikes', 'Struggle', 'Substitute', 'Sunny Day', 'Swagger', 'Swords Dance', 'Tackle', 'Taunt', 'Tickle', 'Torment', 'Toxic', 'Wish']"
Umbreon,[Gen 3] UBERS,186,205,"['Baton Pass', 'Bite', 'Body Slam', 'Charm', 'Confuse Ray', 'Curse', 'Double Team', 'Double-Edge', 'Feint Attack', 'Hidden Power', 'Mean Look', 'Moonlight', 'Nightmare', 'Protect', 'Psychic', 'Pursuit', 'Quick Attack', 'Rest', 'Return', 'Sand Attack', 'Shadow Ball', 'Sleep Talk', 'Snatch', 'Struggle', 'Substitute', 'Taunt', 'Torment', 'Toxic', 'Wish']"
Umbreon,[Gen 3] UU,7,10,"['Baton Pass', 'Mean Look', 'Moonlight', 'Protect', 'Pursuit', 'Shadow Ball', 'Struggle', 'Taunt', 'Toxic', 'Wish']"
Umbreon,[Gen 4] OU,1108,1952,"['Assurance', 'Attract', 'Baton Pass', 'Bite', 'Body Slam', 'Calm Mind', 'Charm', 'Confuse Ray', 'Covet', 'Curse', 'Dark Pulse', 'Detect', 'Dig', 'Double-Edge', 'Dream Eater', 'Facade', 'Fake Tears', 'Feint Attack', 'Flash', 'Giga Impact', 'Growl', 'Guard Swap', 'Headbutt', 'Heal Bell', 'Hidden Power', 'Iron Tail', 'Last Resort', 'Mean Look', 'Mimic', 'Moonlight', 'Mud-Slap', 'Payback', 'Protect', 'Psych Up', 'Psychic', 'Pursuit', 'Quick Attack', 'Rain Dance', 'Rest', 'Return', 'Sand Attack', 'Screech', 'Shadow Ball', 'Sleep Talk', 'Snatch', 'Spite', 'Struggle', 'Substitute', 'Sucker Punch', 'Sunny Day', 'Swagger', 'Swift', 'Tackle', 'Taunt', 'Torment', 'Toxic', 'Trump Card', 'Wish', 'Yawn']"
Umbreon,[Gen 4] UBERS,134,208,"['Baton Pass', 'Bite', 'Body Slam', 'Confuse Ray', 'Curse', 'Dark Pulse', 'Detect', 'Dig', 'Double Team', 'Facade', 'Feint Attack', 'Flash', 'Heal Bell', 'Hidden Power', 'Hyper Beam', 'Mean Look', 'Moonlight', 'Payback', 'Protect', 'Psych Up', 'Psychic', 'Pursuit', 'Rain Dance', 'Rest', 'Return', 'Sand Attack', 'Screech', 'Shadow Ball', 'Struggle', 'Substitute', 'Sucker Punch', 'Swift', 'Taunt', 'Toxic', 'Wish', 'Yawn']"
Umbreon,[gen 2] OU,1,1,[]
Umbreon,[gen 3] OU,6,1,[]
Unown,[Gen 2] NU,1,2,['Hidden Power']
Unown,[Gen 2] OU,1,11,['Hidden Power']
Unown,[Gen 2] UBERS,2,0,[]
Unown,[Gen 3] NU,1,0,['Hidden Power']
Unown,[Gen 3] OU,11,8,['Hidden Power']
Unown,[Gen 3] UBERS,0,2,['Hidden Power']
Unown,[Gen 3] UU,0,2,[]
Unown,[Gen 4] OU,7,16,['Hidden Power']
Unown,[Gen 4] UBERS,4,5,[]
Unown,[Gen 4] UU,1,0,['Hidden Power']
Unown-C,[Gen 2] OU,1,1,[]
Unown-D,[Gen 4] OU,0,2,[]
Unown-G,[Gen 3] OU,0,2,[]
Unown-Question,[Gen 3] NU,0,1,[]
Unown-Question,[Gen 3] UBERS,0,1,[]
Unown-R,[Gen 2] UBERS,0,1,[]
Unown-X,[Gen 2] OU,0,2,[]
Unown-X,[Gen 3] OU,0,1,[]
Unown-X,[Gen 4] OU,3,1,[]
Ursaluna,[Gen 1] OU,0,4,[]
Ursaluna-Bloodmoon,[Gen 1] OU,0,1,[]
Ursaring,[Gen 2] OU,202,248,"['Attract', 'Counter', 'Crunch', 'Curse', 'Cut', 'Dynamic Punch', 'Earthquake', 'Endure', 'Fire Punch', 'Frustration', 'Headbutt', 'Hidden Power', 'Hyper Beam', 'Ice Punch', 'Lick', 'Metal Claw', 'Protect', 'Rest', 'Return', 'Roar', 'Seismic Toss', 'Slash', 'Sleep Talk', 'Snore', 'Strength', 'Swagger', 'Take Down', 'Thief', 'Thrash', 'Thunder Punch', 'Toxic', 'Zap Cannon']"
Ursaring,[Gen 2] UBERS,23,23,"['Belly Drum', 'Bonemerang', 'Crunch', 'Curse', 'Dynamic Punch', 'Earthquake', 'Explosion', 'Extreme Speed', 'Fire Punch', 'Frustration', 'Headbutt', 'Hidden Power', 'Ice Punch', 'Lick', 'Protect', 'Rest', 'Return', 'Seismic Toss', 'Slash', 'Sleep Talk', 'Spikes', 'Strength', 'Thunder Punch', 'Toxic', 'Zap Cannon']"
Ursaring,[Gen 3] OU,844,686,"['Aerial Ace', 'Air Cutter', 'Astonish', 'Beat Up', 'Bite', 'Blast Burn', 'Body Slam', 'Bone Club', 'Brick Break', 'Bubble', 'Bulk Up', 'Constrict', 'Cotton Spore', 'Counter', 'Crunch', 'Doom Desire', 'Double Slap', 'Double-Edge', 'Dragon Breath', 'Drill Peck', 'Earthquake', 'Ember', 'Extrasensory', 'Facade', 'Fake Out', 'Fake Tears', 'Feint Attack', 'Fire Punch', 'Flatter', 'Focus Punch', 'Foresight', 'Frustration', 'Fury Attack', 'Glare', 'Growth', 'Hail', 'Headbutt', 'Hidden Power', 'Horn Attack', 'Hyper Beam', 'Hypnosis', 'Ice Punch', 'Ingrain', 'Leech Seed', 'Lock-On', 'Low Kick', 'Mega Kick', 'Metronome', 'Octazooka', 'Overheat', 'Pain Split', 'Poison Gas', 'Protect', 'Rain Dance', 'Rest', 'Return', 'Roar', 'Rock Slide', 'Safeguard', 'Screech', 'Shadow Ball', 'Signal Beam', 'Slash', 'Sleep Talk', 'Snore', 'Spark', 'Steel Wing', 'Struggle', 'Stun Spore', 'Substitute', 'Swift', 'Swords Dance', 'Taunt', 'Teeter Dance', 'Thunder Punch', 'Waterfall', 'Weather Ball', 'Wish', 'Yawn']"
Ursaring,[Gen 3] UBERS,6,8,"['Body Slam', 'Brick Break', 'Bulk Up', 'Crunch', 'Dynamic Punch', 'Earthquake', 'Facade', 'Focus Punch', 'Hidden Power', 'Protect', 'Return', 'Rock Slide', 'Swords Dance']"
Ursaring,[Gen 3] UU,1,8,"['Earthquake', 'Return', 'Swords Dance']"
Ursaring,[Gen 4] NU,2,6,"['Close Combat', 'Facade', 'Low Kick', 'Protect', 'Swords Dance']"
Ursaring,[Gen 4] OU,221,353,"['Aerial Ace', 'Avalanche', 'Belly Drum', 'Body Slam', 'Brick Break', 'Bulk Up', 'Close Combat', 'Counter', 'Cross Chop', 'Crunch', 'Darkest Lariat', 'Earthquake', 'Endeavor', 'Extreme Speed', 'Facade', 'Fake Out', 'Fake Tears', 'Fire Punch', 'Fling', 'Focus Blast', 'Focus Energy', 'Giga Impact', 'Gunk Shot', 'Hammer Arm', 'Ice Punch', 'Last Resort', 'Mean Look', 'Metronome', 'Night Slash', 'Protect', 'Psych Up', 'Rest', 'Return', 'Revenge', 'Roar', 'Rock Smash', 'Rock Tomb', 'Seed Bomb', 'Shadow Claw', 'Slash', 'Sleep Talk', 'Stone Edge', 'Strength', 'Superpower', 'Swords Dance', 'Thunder Punch', 'Yawn']"
Ursaring,[Gen 4] UBERS,31,42,"['Aqua Ring', 'Avalanche', 'Body Slam', 'Brick Break', 'Bulk Up', 'Close Combat', 'Cross Chop', 'Crunch', 'Dream Eater', 'Earthquake', 'Facade', 'Fire Punch', 'Frustration', 'Gunk Shot', 'Metronome', 'Mud-Slap', 'Night Slash', 'Protect', 'Return', 'Roar', 'Rock Slide', 'Shadow Claw', 'Slash', 'Swords Dance', 'Taunt', 'Vacuum Wave', 'Weather Ball', 'Yawn']"
Ursaring,[Gen 4] UU,116,149,"['Bulk Up', 'Close Combat', 'Cross Chop', 'Crunch', 'Double-Edge', 'Earthquake', 'Facade', 'Fire Punch', 'Ice Punch', 'Protect', 'Rest', 'Return', 'Seed Bomb', 'Shadow Claw', 'Sleep Talk', 'Stone Edge', 'Swords Dance', 'Thunder Punch']"
Urshifu-Rapid-Strike,[Gen 3] OU,0,1,[]
Urshifu-Rapid-Strike,[Gen 3] UBERS,0,3,[]
Uxie,[Gen 1] OU,1,3,[]
Uxie,[Gen 4] OU,4828,4208,"['Amnesia', 'Calm Mind', 'Charge Beam', 'Confusion', 'Energy Ball', 'Extrasensory', 'Facade', 'Fire Punch', 'Fling', 'Giga Drain', 'Grass Knot', 'Heal Bell', 'Hidden Power', 'Hypnosis', 'Ice Punch', 'Imprison', 'Iron Tail', 'Knock Off', 'Light Screen', 'Magic Coat', 'Memento', 'Protect', 'Psychic', 'Rain Dance', 'Recycle', 'Reflect', 'Rest', 'Safeguard', 'Shadow Ball', 'Signal Beam', 'Sleep Powder', 'Sleep Talk', 'Spore', 'Stealth Rock', 'Struggle', 'Substitute', 'Sunny Day', 'Swagger', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Trick', 'Trick Room', 'U-Turn', 'Yawn', 'Zen Headbutt']"
Uxie,[Gen 4] UBERS,37,54,"['Calm Mind', 'Hidden Power', 'Ice Punch', 'Knock Off', 'Light Screen', 'Memento', 'Protect', 'Psychic', 'Rain Dance', 'Reflect', 'Rest', 'Shadow Ball', 'Stealth Rock', 'Sunny Day', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Trick', 'U-Turn', 'Water Pulse', 'Yawn', 'Zen Headbutt']"
Uxie,[Gen 4] UU,1168,1150,"['Calm Mind', 'Energy Ball', 'Flash', 'Giga Drain', 'Grass Knot', 'Heal Bell', 'Hidden Power', 'Ice Punch', 'Imprison', 'Knock Off', 'Light Screen', 'Magic Coat', 'Memento', 'Psychic', 'Rain Dance', 'Reflect', 'Rest', 'Safeguard', 'Signal Beam', 'Sleep Powder', 'Sleep Talk', 'Stealth Rock', 'Substitute', 'Sunny Day', 'Thunder', 'Thunder Wave', 'Thunderbolt', 'Toxic', 'Trick', 'Trick Room', 'U-Turn', 'Yawn', 'Zen Headbutt']"
Uxie,[gen 4] OU,1,0,[]
Vaporeon,[Gen 1] OU,418,635,"['Acid Armor', 'Amnesia', 'Aurora Beam', 'Bide', 'Bite', 'Blizzard', 'Body Slam', 'Bubble Beam', 'Crabhammer', 'Double-Edge', 'Explosion', 'Focus Energy', 'Glare', 'Growl', 'Haze', 'Hydro Pump', 'Hyper Beam', 'Ice Beam', 'Mimic', 'Mist', 'Psychic', 'Quick Attack', 'Recover', 'Reflect', 'Rest', 'Sand Attack', 'Sing', 'Struggle', 'Substitute', 'Surf', 'Swift', 'Tail Whip', 'Take Down', 'Thunder Wave', 'Thunderbolt', 'Toxic']"
Vaporeon,[Gen 1] UBERS,32,33,"['Acid Armor', 'Bite', 'Blizzard', 'Body Slam', 'Bubble Beam', 'Haze', 'Hydro Pump', 'Hyper Beam', 'Ice Beam', 'Mimic', 'Mist', 'Rest', 'Skull Bash', 'Substitute', 'Surf', 'Toxic']"
Vaporeon,[Gen 1] UU,204,254,"['Acid Armor', 'Blizzard', 'Body Slam', 'Bubble Beam', 'Haze', 'Hydro Pump', 'Hyper Beam', 'Ice Beam', 'Light Screen', 'Mimic', 'Quick Attack', 'Reflect', 'Rest', 'Sand Attack', 'Substitute', 'Surf', 'Toxic']"
Vaporeon,[Gen 2] OU,3406,4155,"['Acid Armor', 'Attract', 'Aurora Beam', 'Baton Pass', 'Bite', 'Blizzard', 'Body Slam', 'Bubble Beam', 'Charm', 'Curse', 'Detect', 'Double-Edge', 'Focus Energy', 'Frustration', 'Growl', 'Growth', 'Haze', 'Headbutt', 'Hidden Power', 'Hydro Pump', 'Hyper Beam', 'Ice Beam', 'Icy Wind', 'Mimic', 'Mud-Slap', 'Protect', 'Quick Attack', 'Rain Dance', 'Reflect', 'Rest', 'Return', 'Roar', 'Sand Attack', 'Shadow Ball', 'Skull Bash', 'Sleep Talk', 'Struggle', 'Substitute', 'Surf', 'Swagger', 'Swift', 'Tail Whip', 'Toxic', 'Water Gun', 'Waterfall', 'Whirlpool']"
Vaporeon,[Gen 2] UBERS,85,96,"['Acid Armor', 'Aurora Beam', 'Baton Pass', 'Bite', 'Blizzard', 'Bubble Beam', 'Charm', 'Curse', 'Double-Edge', 'Growth', 'Haze', 'Hidden Power', 'Hydro Pump', 'Ice Beam', 'Protect', 'Quick Attack', 'Rest', 'Roar', 'Shadow Ball', 'Sleep Talk', 'Substitute', 'Surf', 'Toxic', 'Water Gun', 'Waterfall']"
Vaporeon,[Gen 3] OU,6820,5583,"['Acid Armor', 'Attract', 'Aurora Beam', 'Baton Pass', 'Bite', 'Blizzard', 'Body Slam', 'Charm', 'Curse', 'Dive', 'Double-Edge', 'Flail', 'Frustration', 'Haze', 'Hidden Power', 'Hydro Pump', 'Ice Beam', 'Icy Wind', 'Mud-Slap', 'Protect', 'Quick Attack', 'Rain Dance', 'Rest', 'Return', 'Roar', 'Sand Attack', 'Secret Power', 'Shadow Ball', 'Sleep Talk', 'Struggle', 'Substitute', 'Sunny Day', 'Super Fang', 'Surf', 'Tickle', 'Toxic', 'Water Gun', 'Water Pulse', 'Waterfall', 'Wish']"
Vaporeon,[Gen 3] OU (NO TYRANITAR),0,1,['Surf']
Vaporeon,[Gen 3] UBERS,41,77,"['Acid Armor', 'Aurora Beam', 'Baton Pass', 'Bite', 'Haze', 'Hydro Pump', 'Hyper Beam', 'Ice Beam', 'Icy Wind', 'Protect', 'Rain Dance', 'Rest', 'Roar', 'Sand Attack', 'Shadow Ball', 'Substitute', 'Surf', 'Toxic', 'Waterfall', 'Wish']"
Vaporeon,[Gen 3] UU,28,22,"['Baton Pass', 'Curse', 'Hidden Power', 'Hydro Pump', 'Ice Beam', 'Icy Wind', 'Protect', 'Roar', 'Sunny Day', 'Surf', 'Toxic', 'Wish']"
Vaporeon,[Gen 3] UUBL,1,0,[]
Vaporeon,[Gen 4] OU,2657,3600,"['Acid Armor', 'Aqua Ring', 'Aqua Tail', 'Attract', 'Aurora Beam', 'Baton Pass', 'Bite', 'Blizzard', 'Body Slam', 'Brine', 'Charm', 'Covet', 'Curse', 'Detect', 'Dive', 'Double-Edge', 'Endure', 'Facade', 'Fake Tears', 'Giga Impact', 'Haze', 'Heal Bell', 'Hidden Power', 'Hydro Pump', 'Hyper Beam', 'Ice Beam', 'Icy Wind', 'Mud-Slap', 'Muddy Water', 'Protect', 'Quick Attack', 'Rain Dance', 'Rest', 'Roar', 'Rock Smash', 'Sand Attack', 'Scald', 'Shadow Ball', 'Signal Beam', 'Sleep Talk', 'Struggle', 'Substitute', 'Surf', 'Toxic', 'Trump Card', 'Water Pulse', 'Waterfall', 'Whirlpool', 'Wish', 'Yawn']"
Vaporeon,[Gen 4] UBERS,116,130,"['Acid Armor', 'Aqua Ring', 'Aqua Tail', 'Aurora Beam', 'Baton Pass', 'Hail', 'Heal Bell', 'Hidden Power', 'Hydro Pump', 'Ice Beam', 'Icy Wind', 'Protect', 'Quick Attack', 'Roar', 'Shadow Ball', 'Signal Beam', 'Substitute', 'Surf', 'Toxic', 'Waterfall', 'Wish']"
Vaporeon,[Gen 4] UU,7,4,"['Heal Bell', 'Hydro Pump', 'Ice Beam', 'Protect', 'Substitute', 'Surf', 'Toxic', 'Wish']"
Vaporeon,[gen 1] OU,0,1,[]
Vaporeon,[gen 2] OU,2,0,[]
Vaporeon,[gen 3] OU,1,1,[]
Veluza,[Gen 1] OU,1,1,"['Fillet Away', 'Psychic', 'Recover', 'Surf']"
Venomoth,[Gen 1] NU,1132,1102,"['Disable', 'Double-Edge', 'Flash', 'Hyper Beam', 'Leech Life', 'Mega Drain', 'Psybeam', 'Psychic', 'Sleep Powder', 'Stun Spore', 'Substitute', 'Toxic']"
Venomoth,[Gen 1] OU,319,320,"['Amnesia', 'Bide', 'Confusion', 'Disable', 'Double-Edge', 'Flash', 'Hyper Beam', 'Leech Life', 'Mega Drain', 'Mimic', 'Poison Powder', 'Psybeam', 'Psychic', 'Psywave', 'Razor Wind', 'Reflect', 'Rest', 'Sleep Powder', 'Solar Beam', 'Stun Spore', 'Substitute', 'Supersonic', 'Take Down', 'Toxic', 'Whirlwind']"
Venomoth,[Gen 1] UBERS,10,20,"['Double-Edge', 'Leech Life', 'Mega Drain', 'Poison Powder', 'Psybeam', 'Psychic', 'Sleep Powder', 'Stun Spore', 'Supersonic', 'Toxic']"
Venomoth,[Gen 1] UU,109,93,"['Double-Edge', 'Hyper Beam', 'Leech Life', 'Mega Drain', 'Psychic', 'Sleep Powder', 'Stun Spore', 'Substitute', 'Supersonic', 'Toxic']"
Venomoth,[Gen 2] NU,44,47,"['Baton Pass', 'Curse', 'Disable', 'Giga Drain', 'Hidden Power', 'Psychic', 'Reflect', 'Screech', 'Sleep Powder', 'Sludge Bomb', 'Stun Spore', 'Thief', 'Whirlwind']"
Venomoth,[Gen 2] OU,95,97,"['Baton Pass', 'Curse', 'Disable', 'Double-Edge', 'Giga Drain', 'Hidden Power', 'Psybeam', 'Psychic', 'Psywave', 'Rest', 'Sleep Powder', 'Sleep Talk', 'Sludge Bomb', 'Stun Spore', 'Supersonic', 'Thief', 'Toxic', 'Whirlwind']"
Venomoth,[Gen 2] UBERS,4,11,"['Giga Drain', 'Psychic', 'Sleep Powder', 'Sludge Bomb']"
Venomoth,[Gen 2] UU,4,7,"['Baton Pass', 'Curse', 'Psychic', 'Sleep Powder', 'Sludge Bomb', 'Stun Spore']"
Venomoth,[Gen 3] NU,42,50,"['Baton Pass', 'Disable', 'Giga Drain', 'Hidden Power', 'Psychic', 'Signal Beam', 'Silver Wind', 'Sleep Powder', 'Sludge Bomb', 'Stun Spore', 'Substitute', 'Sunny Day', 'Swagger', 'Toxic']"
Venomoth,[Gen 3] OU,263,195,"['Attract', 'Baton Pass', 'Confusion', 'Disable', 'Giga Drain', 'Hidden Power', 'Poison Powder', 'Protect', 'Psychic', 'Screech', 'Signal Beam', 'Silver Wind', 'Skill Swap', 'Sleep Powder', 'Sludge Bomb', 'Solar Beam', 'Stun Spore', 'Substitute', 'Sunny Day', 'Supersonic', 'Tail Glow', 'Thief', 'Toxic']"
Venomoth,[Gen 3] UBERS,9,18,"['Baton Pass', 'Disable', 'Giga Drain', 'Gust', 'Leech Life', 'Poison Powder', 'Protect', 'Psybeam', 'Psychic', 'Sleep Powder', 'Sleep Talk', 'Sludge Bomb', 'Substitute', 'Supersonic', 'Toxic']"
Venomoth,[Gen 3] UU,3,4,"['Baton Pass', 'Giga Drain', 'Psychic', 'Sleep Powder', 'Sludge Bomb', 'Stun Spore', 'Substitute']"
Venomoth,[Gen 4] NU,63,73,"['Baton Pass', 'Bug Buzz', 'Hidden Power', 'Protect', 'Psychic', 'Roost', 'Sleep Powder', 'Sleep Talk', 'Sludge Bomb', 'Stun Spore', 'Substitute', 'Tailwind', 'Toxic Spikes', 'U-Turn']"
Venomoth,[Gen 4] OU,119,156,"['Agility', 'Baton Pass', 'Bug Bite', 'Bug Buzz', 'Disable', 'Energy Ball', 'Giga Drain', 'Gust', 'Hidden Power', 'Psychic', 'Roost', 'Signal Beam', 'Sleep Powder', 'Sludge Bomb', 'Stun Spore', 'Substitute', 'Sunny Day', 'Supersonic', 'Toxic Spikes', 'U-Turn', 'Zen Headbutt']"
Venomoth,[Gen 4] UBERS,29,39,"['Baton Pass', 'Bug Buzz', 'Energy Ball', 'Flash', 'Giga Drain', 'Psychic', 'Signal Beam', 'Silver Wind', 'Sleep Powder', 'Sludge Bomb', 'Stun Spore', 'Substitute', 'Toxic Spikes', 'U-Turn']"
Venomoth,[Gen 4] UU,63,47,"['Baton Pass', 'Bug Buzz', 'Hidden Power', 'Protect', 'Psychic', 'Roost', 'Skill Swap', 'Sleep Powder', 'Sludge Bomb', 'Stun Spore', 'Substitute', 'Toxic Spikes', 'U-Turn']"
Venonat,[Gen 1] NU,0,1,[]
Venonat,[Gen 1] OU,27,36,"['Confusion', 'Double-Edge', 'Leech Life', 'Mega Drain', 'Psychic', 'Reflect', 'Rest', 'Sleep Powder', 'Stun Spore', 'Toxic']"
Venonat,[Gen 1] UBERS,2,8,"['Disable', 'Double-Edge', 'Flash', 'Mega Drain', 'Psybeam', 'Psychic', 'Sleep Powder', 'Toxic']"
Venonat,[Gen 1] UU,0,3,"['Psychic', 'Sleep Powder', 'Stun Spore']"
Venonat,[Gen 2] OU,8,17,"['Baton Pass', 'Confusion', 'Disable', 'Giga Drain', 'Hidden Power', 'Psybeam', 'Psychic', 'Sleep Powder', 'Sludge Bomb', 'Stun Spore', 'Swagger', 'Thief']"
Venonat,[Gen 2] UBERS,2,4,['Curse']
Venonat,[Gen 3] OU,13,29,"['Baton Pass', 'Flash', 'Giga Drain', 'Sleep Powder', 'Substitute', 'Thief']"
Venonat,[Gen 3] UBERS,2,0,"['Baton Pass', 'Signal Beam']"
